smiles,pred_pIC50,novel,formula,MW,LogP,HBD,HBA,TPSA,RotBonds,HeavyAtoms,Fsp3,MR,Rings,AromaticRings,QED,Lipinski,LipViolations,Ghose,Veber,Egan,Muegge,LeadLike,ESOL_logS,Solubility,GI_absorption,BBB,Pgp_substrate,LogKp,CYP1A2_inhibitor,CYP2C9_inhibitor,CYP2C19_inhibitor,CYP2D6_inhibitor,CYP3A4_inhibitor,hERG,PAINS
Oc1ccc2c(c1)SCCC1=C2CCN(c2ccc(Cl)cc2)C1,7.126,True,C19H18ClNOS,343.9,5.21,1,3,23.5,1,23,0.26,98.6,4,2,0.769,False,1,True,True,True,False,False,-5.57,Moderately Soluble,High,True,False,-4.7,True,False,True,True,True,High,
CCC1=C2C(=Cc3cc(O)ccc32)C(c2ccccc2)C(=O)O1,6.456,True,C20H16O3,304.3,4.25,1,3,46.5,2,23,0.15,88.6,4,2,0.844,True,0,True,True,True,True,False,-4.66,Moderately Soluble,High,True,False,-5.14,True,False,True,False,True,Low,
O=C(Sc1ccc(-c2ccc(O)c3cc(O)ccc23)cn1)N1CCCC1,6.821,True,C20H18N2O3S,366.4,4.62,2,5,73.7,2,26,0.2,102.6,4,3,0.647,True,0,True,True,True,True,False,-5.35,Moderately Soluble,High,False,False,-5.25,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3CC2(c2cccc(O)c2)C(=O)OC1,6.198,True,C20H18O4,322.4,3.31,2,4,66.8,2,24,0.25,89.8,4,2,0.833,True,0,True,True,True,True,True,-4.16,Moderately Soluble,High,True,False,-5.92,False,False,True,False,True,Low,
O=C1CC(Cc2ccc(O)cc2)=Cc2cc(O)ccc21,6.13,True,C17H14O3,266.3,3.31,2,3,57.5,2,20,0.12,76.8,3,2,0.876,True,0,True,True,True,True,True,-3.89,Soluble,High,True,False,-5.57,False,False,True,False,True,Low,
CCN1CC(c2ccc(O)cc2)c2ccc(O)cc2C(=O)N1C,6.462,True,C18H20N2O3,312.4,2.55,2,4,64.0,2,23,0.28,87.4,3,2,0.894,True,0,True,True,True,True,True,-3.64,Soluble,High,True,False,-6.4,False,False,True,True,False,Medium,
CCN1CCN(C(=O)Nc2ccc(-c3ccc(O)cc4cncc3-4)cc2)C1,6.497,True,C21H22N4O2,362.4,3.69,2,4,68.7,3,27,0.24,105.8,4,1,0.746,True,0,True,True,True,True,True,-4.65,Moderately Soluble,High,True,False,-5.89,False,False,True,True,False,Medium,
Oc1ccc2c(c1)C(Cc1ccco1)C(c1ccccc1)O2,6.583,True,C19H16O3,292.3,4.45,1,3,42.6,3,22,0.16,83.1,4,3,0.775,True,0,True,True,True,True,False,-4.83,Moderately Soluble,High,True,False,-4.92,True,False,True,False,True,Low,
Oc1ccc(C2=C(c3ccc(OCCN4CCOCO4)cc3)c3ccccc32)cc1,7.133,True,C25H23NO4,401.5,4.31,1,5,51.2,6,30,0.2,115.0,5,3,0.522,True,0,True,True,True,True,False,-5.09,Moderately Soluble,High,True,False,-5.69,True,False,True,True,True,High,
O=C1CCC(Oc2ccc(Cl)cc2)C1c1ccc(O)cc1,6.139,True,C17H15ClO3,302.8,3.94,1,3,46.5,3,21,0.24,81.0,3,2,0.934,True,0,True,True,True,True,True,-4.42,Moderately Soluble,High,True,False,-5.35,True,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3CC2c2ccc(O)cc2NCC1=O,6.877,True,C20H19NO3,321.4,3.6,3,4,69.6,1,24,0.25,93.4,4,2,0.75,True,0,True,True,True,True,True,-4.4,Moderately Soluble,High,True,False,-5.7,False,False,True,True,True,Medium,
Oc1ccc(C2=CN(c3ccc(O)cc3)c3ccc(O)cc3S2)cc1,7.07,True,C20H15NO3S,349.4,5.05,3,5,63.9,2,25,0.0,100.3,4,3,0.604,False,1,True,True,True,False,False,-5.59,Moderately Soluble,High,True,False,-4.85,False,False,True,True,True,High,
Oc1ccc(-c2cnc(-c3ccncc3)c(Cl)c2)cc1,6.129,True,C16H11ClN2O,282.7,4.17,1,3,46.0,2,20,0.0,79.6,3,3,0.767,True,0,True,True,True,True,False,-4.75,Moderately Soluble,High,True,False,-5.06,True,False,True,False,True,Low,
Cc1c(O)cc(O)cc1CCN1CC(C)C(c2cccc(O)c2)C1,6.042,True,C20H25NO3,327.4,3.39,3,4,63.9,4,24,0.4,94.7,3,2,0.805,True,0,True,True,True,True,True,-4.11,Moderately Soluble,High,True,False,-5.89,False,False,True,True,True,Medium,
CCN1C=Nc2cc(O)ccc2C1=C1C=CC=C(O)C=C1,6.173,True,C17H16N2O2,280.3,3.67,2,4,56.1,1,21,0.12,84.6,3,1,0.825,True,0,True,True,True,True,True,-4.03,Moderately Soluble,High,True,False,-5.4,False,False,True,True,False,Medium,
CCC1=C2c3ccc(O)cc3CC2c2ccc(O)cc2C1CC,7.261,True,C21H22O2,306.4,5.11,2,2,40.5,2,23,0.33,92.9,4,2,0.809,False,1,True,True,True,False,False,-5.21,Moderately Soluble,High,True,False,-4.54,False,False,True,False,True,Low,
CC(N)c1ccc(O)ccc2c(O)ccc3c2cc1C3=O,6.327,True,C17H15NO3,281.3,2.94,3,4,83.5,1,21,0.12,80.9,3,2,0.64,True,0,True,True,True,True,True,-3.86,Soluble,High,False,False,-5.93,False,False,True,True,False,Medium,
O=C1CC(C(F)Nc2ccc(O)cc2)Cc2ccc(O)cc21,6.602,True,C17H16FNO3,301.3,3.25,3,4,69.6,3,22,0.24,80.9,3,2,0.601,True,0,True,True,True,True,True,-3.96,Soluble,High,True,False,-5.83,False,False,True,True,True,Medium,
Oc1ccc(CN2CC(c3ccccc3)Sc3cc(O)ccc32)cc1,7.386,True,C21H19NO2S,349.5,4.95,2,4,43.7,3,25,0.14,102.3,4,3,0.702,True,0,True,True,True,True,False,-5.46,Moderately Soluble,High,True,False,-4.92,False,False,True,True,True,High,
CC1=C(c2ccc(O)cc2)C(c2ccc(O)cc2)C1=Cc1ccc(O)cc1,7.094,True,C24H20O3,356.4,5.46,3,3,60.7,3,27,0.08,107.6,4,3,0.584,False,1,True,True,True,False,False,-5.78,Moderately Soluble,High,True,False,-4.6,False,False,True,False,True,Low,
CN1CCN(c2ccc(/C=C/C(=O)O)cc2)C(c2ccccc2)C1Oc1ccccc1O,6.565,True,C26H26N2O4,430.5,4.39,2,5,73.2,6,32,0.19,124.8,4,3,0.565,True,0,True,True,True,True,False,-5.29,Moderately Soluble,High,False,False,-5.81,False,True,True,True,True,High,anil_di_alk_B(251)
Oc1ccc2c(c1)OCCC21c2ccc(O)cc2C1Cc1ccco1,6.241,True,C21H18O4,334.4,4.1,2,4,62.8,2,25,0.24,92.3,5,3,0.741,True,0,True,True,True,True,False,-4.87,Moderately Soluble,High,True,False,-5.43,False,False,True,False,True,Low,
CCOC(=O)c1cc(O)ccc1C1C(C)=C1c1ccc(O)cc1,6.254,True,C19H18O4,310.3,3.85,2,4,66.8,4,23,0.21,87.5,3,2,0.842,True,0,True,True,True,True,True,-4.31,Moderately Soluble,High,True,False,-5.46,False,False,True,False,True,Low,
CC(=O)C1CCN2C(COc3ccc(O)cc3)C2c2ccc(O)cc2C1,6.063,True,C21H23NO4,353.4,3.05,2,5,69.8,4,26,0.38,97.4,4,2,0.827,True,0,True,True,True,True,True,-4.03,Moderately Soluble,High,True,False,-6.29,False,False,True,True,True,Medium,
CC1=C(c2ccc(O)cc2)C(c2ccc(OCCN3CCC3)cc2)N1CCc1ccc(O)cc1,7.669,True,C29H32N2O3,456.6,5.21,2,5,56.2,9,34,0.31,135.0,5,3,0.463,False,1,False,True,True,False,False,-5.75,Moderately Soluble,High,True,False,-5.39,False,False,True,True,True,High,
CN1CCOc2cc(O)ccc2C1c1ccc(OC(F)(F)F)cc1,6.541,True,C17H16F3NO3,339.3,3.7,1,4,41.9,2,24,0.29,81.2,3,2,0.906,True,0,True,True,True,True,True,-4.52,Moderately Soluble,High,True,False,-5.74,True,False,True,True,True,Medium,
CCN1C=CN(C2=CC=C(C3NC(=O)c4ccc(O)cc4CCN3c3ccccc3)CC2)CC1,6.724,True,C28H32N4O2,456.6,4.22,2,5,59.1,4,34,0.32,135.3,5,2,0.721,True,0,False,True,True,True,False,-5.33,Moderately Soluble,High,True,False,-6.09,False,False,True,True,True,High,dyes5A(27)
CC1=C(c2ccc(O)cc2)C(c2ccc(O)cc2)C1c1ccc(OC2CN2CCO)cc1,7.105,True,C27H27NO4,429.5,4.47,3,5,72.9,7,32,0.26,123.8,5,3,0.484,True,0,True,True,True,True,False,-5.27,Moderately Soluble,High,False,False,-5.75,False,False,True,True,True,High,
CCN1CCc2cc(O)ccc2N1CC(C(=O)c1ccc(O)cc1)c1ccc(O)cc1,6.794,True,C25H26N2O4,418.5,4.07,3,6,84.2,6,31,0.24,119.7,4,3,0.524,True,0,True,True,True,True,False,-5.03,Moderately Soluble,High,False,True,-5.96,False,False,True,True,True,High,
O=C(O)C1CC(c2ccc(O)cc2)C1c1ccc(OCCN2CCOCC2)cc1,6.204,True,C23H27NO5,397.5,3.08,2,5,79.2,7,29,0.43,108.5,4,2,0.748,True,0,True,True,True,True,True,-4.09,Moderately Soluble,High,False,False,-6.54,False,True,True,True,True,Medium,
CCC1(COc2ccc(O)cc2)Cc2ccc(O)cc2C1=O,6.482,True,C18H18O4,298.3,3.31,2,4,66.8,4,22,0.28,82.5,3,2,0.908,True,0,True,True,True,True,True,-3.92,Soluble,High,True,False,-5.77,False,False,True,False,True,Low,
CCc1c2n(c3ccc(OCCN4CCOCC4)cc13)CCc1cc(O)ccc1-2,6.293,True,C24H28N2O3,392.5,3.84,1,4,46.9,5,29,0.42,114.9,5,3,0.717,True,0,True,True,True,True,False,-4.75,Moderately Soluble,High,True,False,-5.97,True,False,True,True,True,Medium,
Cc1cn2c(c1-c1ccc(O)cc1)-c1ccc(O)cc1SCC2,7.067,True,C19H17NO2S,323.4,4.65,2,3,45.4,1,23,0.16,94.1,4,3,0.685,True,0,True,True,True,True,False,-5.25,Moderately Soluble,High,True,False,-4.97,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3CCN2C(c2cccc(Cl)c2)C1,7.37,True,C20H20ClNO,325.8,5.17,1,2,23.5,2,23,0.3,94.5,4,2,0.823,False,1,True,True,True,False,False,-5.37,Moderately Soluble,High,True,False,-4.62,True,False,True,True,True,High,
O=C1NCCCC2=CC(=CC(F)=CC(c3ccc(O)cc3)=C2)N1,6.886,True,C18H17FN2O2,312.3,3.55,3,2,61.4,1,23,0.17,87.2,3,1,0.742,True,0,True,True,True,True,True,-4.14,Moderately Soluble,High,True,False,-5.68,False,False,True,False,False,Low,
CC(=O)C1CCN(Cc2ccc(O)cc2)C(Br)c2ccc(O)cc21,6.59,True,C19H20BrNO3,390.3,4.07,2,4,60.8,3,24,0.32,96.3,3,2,0.613,True,0,True,True,True,True,False,-5.0,Moderately Soluble,High,True,False,-5.79,False,False,True,True,True,High,
CCC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)C(c2ccccc2)CC1,6.86,True,C28H28O,380.5,6.92,1,1,20.2,4,29,0.29,120.0,5,3,0.521,False,1,False,True,False,False,False,-6.75,Insoluble,High,False,False,-3.71,True,False,True,False,True,Low,
O=C1CCC2(CCOc3ccc(O)cc3)CN2c2ccc(O)cc21,6.621,True,C19H19NO4,325.4,3.1,2,5,69.8,4,24,0.32,90.0,4,2,0.845,True,0,True,True,True,True,True,-3.92,Soluble,High,True,False,-6.08,False,False,True,True,True,Medium,
CCC1=CP2c3ccc(O)cc3SC2(c2cccc(O)c2)C(=O)C1,6.737,True,C19H17O3PS,356.4,4.43,2,4,57.5,2,24,0.21,98.3,4,2,0.782,True,0,True,True,True,True,False,-5.08,Moderately Soluble,High,True,False,-5.33,False,False,True,False,True,Low,
O=C1CC(c2cccc(O)c2)C(c2ccccc2)Cc2ccc(O)cc21,7.287,True,C23H20O3,344.4,4.79,2,3,57.5,2,26,0.17,100.8,4,3,0.657,True,0,True,True,True,True,False,-5.38,Moderately Soluble,High,True,False,-5.0,False,False,True,False,True,Low,
CCCC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)CCC1,6.901,True,C23H26O,318.5,5.92,1,1,20.2,4,24,0.39,100.1,4,2,0.742,False,1,False,True,False,False,False,-5.65,Moderately Soluble,High,False,False,-4.04,True,False,True,False,True,Low,
CCC1=C2C(=Cc3cc(O)ccc32)C(c2ccccc2)OC1,7.176,True,C20H18O2,290.4,4.72,1,2,29.5,2,22,0.2,88.4,4,2,0.867,True,0,True,True,True,True,False,-4.89,Moderately Soluble,High,True,False,-4.72,True,False,True,False,True,Low,
CC1(C)Cc2cc(O)ccc2N1CCc1ccc(O)c(Cl)c1,6.735,True,C18H20ClNO2,317.8,4.14,2,3,43.7,3,22,0.33,90.1,3,2,0.894,True,0,True,True,True,True,False,-4.62,Moderately Soluble,High,True,False,-5.3,False,False,True,True,True,High,
C=C1C(CC)=C2c3ccc(O)cc3SC12c1ccc(O)cc1,7.243,True,C19H16O2S,308.4,4.83,2,3,40.5,2,22,0.16,90.1,4,2,0.834,True,0,True,True,True,True,False,-5.07,Moderately Soluble,High,True,False,-4.75,False,False,True,False,True,Low,
CCc1c(-c2ccc(O)cc2)c2c3c=2c1=C(Cc1ccco1)CC=CC=CC=3,7.031,True,C26H22O2,366.5,4.5,1,2,33.4,4,28,0.15,113.0,5,2,0.577,True,0,True,True,True,True,False,-5.14,Moderately Soluble,High,True,False,-5.34,True,False,True,False,True,Low,
Cc1ccc(OC2CCC(=O)c3cc(O)ccc3O2)cc1,6.2,True,C17H16O4,284.3,3.46,1,4,55.8,2,21,0.24,77.9,3,2,0.917,True,0,True,True,True,True,True,-4.07,Moderately Soluble,High,True,False,-5.58,True,False,True,False,True,Low,
O=C1CC(Cc2ccc(O)cc2)C1c1ccc(O)cc1,6.184,True,C17H16O3,268.3,3.01,2,3,57.5,3,20,0.24,75.8,3,2,0.899,True,0,True,True,True,True,True,-3.65,Soluble,High,True,False,-5.8,False,False,True,False,True,Low,
O=C1CC(Nc2cccc(O)c2)C(c2ccccc2)C(c2ccccc2)N1CCO,6.022,True,C25H26N2O3,402.5,3.92,3,4,72.8,6,30,0.24,117.3,4,3,0.584,True,0,True,True,True,True,True,-4.85,Moderately Soluble,High,False,False,-5.97,False,False,True,True,True,Medium,
CCC1=C2c3ccc(O)cc3SCC2(Cc2ccccc2)NC1=O,6.384,True,C20H19NO2S,337.4,3.77,2,3,49.3,3,24,0.25,97.1,4,2,0.896,True,0,True,True,True,True,True,-4.48,Moderately Soluble,High,True,False,-5.68,False,False,True,False,True,Low,
O=C1CC(Nc2ccc(O)cc2)C(c2ccccc2)C1COC1=CC=C2C(O)=CC=C12,7.003,True,C26H23NO4,413.5,4.77,3,5,78.8,6,31,0.19,118.7,5,2,0.595,True,0,True,True,True,True,False,-5.3,Moderately Soluble,High,False,True,-5.44,False,False,True,True,True,High,
CCC1=Cc2cc(O)ccc2C(=O)C1c1ccc(O)cc1,6.619,True,C18H16O3,280.3,3.87,2,3,57.5,2,21,0.17,81.6,3,2,0.878,True,0,True,True,True,True,True,-4.31,Moderately Soluble,High,True,False,-5.26,False,False,True,False,True,Low,
CCC1=C2C(=C(c3ccccc3)C(O)C(=O)O1)c1cc(O)ccc12,6.23,True,C20H16O4,320.3,3.36,2,4,66.8,2,24,0.15,90.7,4,2,0.833,True,0,True,True,True,True,True,-4.18,Moderately Soluble,High,True,False,-5.87,False,False,True,False,True,Low,
CC12c3ccc(O)cc3CCN1CCCC(=O)c1cc(O)ccc12,7.006,True,C20H21NO3,323.4,3.2,2,4,60.8,0,24,0.35,91.5,4,2,0.781,True,0,True,True,True,True,True,-4.23,Moderately Soluble,High,True,False,-6.0,False,False,True,True,True,Medium,
O=C1c2ccc(O)ccc(Oc3ccc(F)cc3)c3cc2N1CCN(CCF)C3,6.178,True,C22H20F2N2O3,398.4,4.19,1,4,53.0,4,29,0.23,105.1,4,2,0.839,True,0,True,True,True,True,False,-5.1,Moderately Soluble,High,True,False,-5.76,True,False,True,True,True,High,
Oc1ccc(-c2cc3cc(O)ccc3n2Cc2ccccn2)cc1,6.882,True,C20H16N2O2,316.4,4.16,2,3,58.3,3,24,0.05,94.0,4,4,0.596,True,0,True,True,True,True,False,-4.87,Moderately Soluble,High,True,False,-5.28,False,False,True,False,True,Low,
CCN1CC(Cc2ccc(O)cc2)(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,6.578,True,C24H23NO4,389.5,4.01,3,5,81.0,4,29,0.21,111.9,4,3,0.628,True,0,True,True,True,True,False,-4.97,Moderately Soluble,High,False,False,-5.83,False,False,True,True,True,High,
OC1=Cc2c3cncc-3c(c(CSc3ccccc3)n2CCOc2ccc(O)cc2)C=C1,6.884,True,C26H22N2O3S,442.5,5.99,2,5,67.5,7,32,0.12,128.1,6,2,0.344,False,1,False,True,False,False,False,-6.38,Insoluble,High,False,False,-4.75,False,False,True,False,True,Low,
CCC12CC1=CC(O)=CC=C1C(=O)CC(c3cccs3)=C12,6.059,True,C18H16O2S,296.4,4.58,1,3,37.3,2,21,0.28,85.1,4,1,0.867,True,0,True,True,True,True,False,-4.61,Moderately Soluble,High,True,False,-4.86,False,False,True,False,False,Low,
COC1=C(c2ccc(O)cc2)C(c2cccc(OCCN3CCOCC3)c2)C2=CC=CC=C1O2,7.187,True,C28H29NO5,459.5,4.61,1,6,60.4,7,34,0.29,130.4,5,2,0.653,True,0,False,True,True,True,False,-5.39,Moderately Soluble,High,True,False,-5.83,True,False,True,True,True,High,
CCCN1CC(c2ccc(O)cc2)C1c1ccc(O)cc1C,6.861,True,C19H23NO2,297.4,3.96,2,3,43.7,4,22,0.37,88.3,3,2,0.898,True,0,True,True,True,True,True,-4.32,Moderately Soluble,High,True,False,-5.3,False,False,True,True,True,Medium,
CCN1CCN(c2ccc3c(Cl)ccc2c3=C(CO)c2ccc(O)cc2)C1,6.508,True,C22H23ClN2O2,382.9,3.21,2,4,46.9,4,27,0.27,111.3,4,3,0.727,True,0,True,True,True,True,True,-4.38,Moderately Soluble,High,True,False,-6.36,False,False,True,True,True,Medium,
CCN1CCN(Cc2ccc(O)cc2C(=O)c2ccc(O)cc2)C=C1Cl,6.116,True,C20H21ClN2O3,372.9,3.5,2,5,64.0,5,26,0.25,101.2,3,2,0.621,True,0,True,True,True,True,True,-4.37,Moderately Soluble,High,True,False,-6.09,False,False,True,True,True,Medium,
Oc1ccc2c(c1)C1=C(CCO2)c2ccc(O)cc2C(c2ccco2)CC1,7.115,True,C23H20O4,360.4,5.31,2,4,62.8,1,27,0.22,102.9,5,3,0.617,False,1,True,True,True,False,False,-5.82,Moderately Soluble,High,True,False,-4.73,False,False,True,False,True,Low,
CC1=C(Oc2ccc(O)cc2)C(c2cccc(O)c2)C1,6.618,True,C17H16O3,268.3,3.94,2,3,49.7,3,20,0.18,76.9,3,2,0.886,True,0,True,True,True,True,True,-4.23,Moderately Soluble,High,True,False,-5.14,False,False,True,False,True,Low,
CCC1=C2c3cc(O)ccc3C2(Cc2ccccc2)CCC1,6.881,True,C21H22O,290.4,5.23,1,1,20.2,3,22,0.33,91.0,4,2,0.82,False,1,True,True,True,False,False,-5.14,Moderately Soluble,High,True,False,-4.36,True,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3OC2(Cc2ccccc2)CCOc2cc(O)ccc21,7.299,True,C26H24O4,400.5,5.58,2,4,58.9,3,30,0.23,116.9,5,3,0.603,False,1,True,True,True,False,False,-6.08,Insoluble,High,True,False,-4.78,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)OCC1=O,6.251,True,C21H20O3,320.4,3.69,1,3,46.5,3,24,0.29,92.9,4,2,0.938,True,0,True,True,True,True,True,-4.32,Moderately Soluble,High,True,False,-5.63,True,False,True,False,True,Low,
OCCN1CCC1Oc1ccc(C2c3ccc(O)cc3CCN2CCO)cc1,6.233,True,C22H28N2O4,384.5,1.73,3,6,76.4,7,28,0.45,106.4,4,2,0.675,True,0,True,True,True,True,True,-3.17,Soluble,High,False,False,-7.42,False,False,True,True,False,Low,
CCC1=C(c2ccc(O)cc2)C(=Cc2ccc(O)cc2)C1,7.039,True,C19H18O2,278.4,4.75,2,2,40.5,3,21,0.16,86.0,3,2,0.85,True,0,True,True,True,True,False,-4.78,Moderately Soluble,High,True,False,-4.63,False,False,True,False,True,Low,
CN(C)CCOc1ccc(C2=C(c3ccc(O)cc3)c3ccc(O)cc3CC2)cc1,7.587,True,C26H27NO3,401.5,4.94,2,4,52.9,6,30,0.23,120.9,4,3,0.614,True,0,True,True,True,True,False,-5.49,Moderately Soluble,High,True,False,-5.24,False,False,True,True,True,High,
CCC1=C2c3ccc(O)cc3SCC2c2ccccc2C1=O,6.983,True,C19H16O2S,308.4,4.64,1,3,37.3,1,22,0.21,89.6,4,2,0.833,True,0,True,True,True,True,False,-5.01,Moderately Soluble,High,True,False,-4.89,True,False,True,False,True,Low,
O=C1CCN2CCc3cc(O)ccc3C2(c2ccc(O)cc2)CC1,6.299,True,C20H21NO3,323.4,2.95,2,4,60.8,1,24,0.35,91.1,4,2,0.847,True,0,True,True,True,True,True,-4.01,Moderately Soluble,High,True,False,-6.18,False,False,True,True,False,Medium,
CCC12Cc3ccc(O)cc3OCC1c1ccccc1NC2CO,6.44,True,C20H23NO3,325.4,3.29,3,4,61.7,2,24,0.4,93.7,4,2,0.793,True,0,True,True,True,True,True,-4.17,Moderately Soluble,High,True,False,-5.95,False,False,True,True,True,Medium,
CCc1cc2cc(O)ccc2nc1-c1ccc(O)c(F)c1,6.143,True,C17H14FNO2,283.3,4.01,2,3,53.4,2,21,0.12,79.8,3,3,0.747,True,0,True,True,True,True,False,-4.56,Moderately Soluble,High,True,False,-5.18,False,False,True,False,True,Low,
C=CC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)CCC1,6.746,True,C22H22O,302.4,5.3,1,1,20.2,3,23,0.27,95.4,4,2,0.815,False,1,True,True,True,False,False,-5.24,Moderately Soluble,High,True,False,-4.38,True,False,True,False,True,Low,
CC1C#CN(CCc2cc(O)cc(O)c2)c2cc(O)ccc21,6.257,True,C18H17NO3,295.3,2.93,3,4,63.9,3,22,0.22,85.1,3,2,0.762,True,0,True,True,True,True,True,-3.72,Soluble,High,True,False,-6.02,False,False,True,True,False,Medium,
CC(=O)C1C(Nc2ccc(O)cc2)C1c1ccc(OCCN2CCC2)cc1,6.134,True,C22H26N2O3,366.5,3.26,2,5,61.8,8,27,0.41,105.4,4,2,0.702,True,0,True,True,True,True,True,-3.97,Soluble,High,True,False,-6.22,False,False,True,True,True,Medium,
Oc1ccc(C2=Cc3cc(O)ccc3CN2c2ccc(OCCN3CCCC3)cc2)cc1,7.676,True,C27H28N2O3,428.5,5.09,2,5,56.2,6,32,0.26,127.9,5,3,0.573,False,1,True,True,True,False,False,-5.72,Moderately Soluble,High,True,False,-5.3,False,False,True,True,True,High,
Oc1ccc(N2Cc3cc(O)ccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,7.744,True,C26H28N2O3,416.5,4.68,2,5,56.2,6,31,0.31,121.9,5,3,0.611,True,0,True,True,True,True,False,-5.41,Moderately Soluble,High,True,False,-5.52,False,False,True,True,True,High,
CCN1CC(c2ccc(O)cc2)C(c2ccc(OCC(F)(F)F)cc2)C1=O,6.357,True,C20H20F3NO3,379.4,4.06,1,3,49.8,5,27,0.35,93.8,3,2,0.852,True,0,True,True,True,True,False,-4.75,Moderately Soluble,High,True,False,-5.73,True,False,True,False,True,Low,
O=C1CN(Cc2ccc(O)cc2)C(c2ccccc2)C1Cl,6.133,True,C17H16ClNO2,301.8,3.13,1,3,40.5,3,21,0.24,82.3,3,2,0.886,True,0,True,True,True,True,True,-3.9,Soluble,High,True,False,-5.92,True,False,True,True,True,Medium,
O=C1NCN(c2ccc(-c3ccc(O)cc4cncc3-4)cc2)CS1,6.429,True,C18H15N3O2S,337.4,3.74,2,5,65.5,2,24,0.11,96.3,4,1,0.746,True,0,True,True,True,True,True,-4.65,Moderately Soluble,High,True,False,-5.7,False,False,True,True,False,Medium,
OC1=C(c2ccc(O)cc2)C(c2ccccc2)C1,6.183,True,C16H14O2,238.3,3.85,2,2,40.5,2,18,0.12,71.5,3,2,0.834,True,0,False,True,True,True,True,-4.1,Moderately Soluble,High,True,False,-5.02,False,False,True,False,True,Low,
CCN1C(C)=C(c2ccc(O)cc2)C1c1ccc(OCCN2CCC2)cc1,6.93,True,C23H28N2O2,364.5,4.28,1,4,35.9,7,27,0.39,108.8,4,2,0.795,True,0,True,True,True,True,False,-4.67,Moderately Soluble,High,True,False,-5.48,True,False,True,True,True,High,
CCC1[SH]=C2c3ccc(O)cc3CC2(c2ccccc2)CCC1=O,6.845,True,C21H22O2S,338.5,4.01,2,2,37.3,2,24,0.33,101.3,4,2,0.641,True,0,True,True,True,True,False,-4.71,Moderately Soluble,High,True,False,-5.52,False,False,True,False,True,Low,thio_ketone(43)
CC1=C(c2ccc(O)cc2)C(c2ccc(O)cc2)C1c1ccsc1,6.74,True,C21H18O2S,334.4,5.51,2,3,40.5,3,24,0.14,98.6,4,3,0.662,False,1,True,True,True,False,False,-5.71,Moderately Soluble,High,True,False,-4.43,False,False,True,False,True,Low,
CCCN1CC(c2ccc(O)cc2)C(c2ccc(O)cc2)C1c1ccc(O)cc1,7.252,True,C25H27NO3,389.5,5.14,3,4,63.9,5,29,0.28,114.4,4,3,0.565,False,1,True,True,True,False,False,-5.62,Moderately Soluble,High,True,False,-5.03,False,False,True,True,True,High,
CCC1=C2c3ccc(O)cc3CC2(C)c2ccc(O)cc2N1CCO,6.452,True,C21H23NO3,337.4,3.55,3,4,63.9,3,25,0.33,98.9,4,2,0.801,True,0,True,True,True,True,True,-4.32,Moderately Soluble,High,True,False,-5.84,False,False,True,True,True,Medium,
O=C1CCOc2ccccc2C2C=CC(O)=CC=C3CC=C3C2CC1,6.069,True,C22H22O3,334.4,4.79,1,3,46.5,0,25,0.32,97.7,4,1,0.742,True,0,True,True,True,True,False,-5.11,Moderately Soluble,High,True,False,-4.94,False,False,True,False,False,Low,
CCC1=C2c3ccc(O)cc3N2Cc2ccc(O)cc2CCN1c1ccccc1,6.956,True,C25H24N2O2,384.5,5.26,2,4,46.9,2,29,0.2,117.1,5,3,0.633,False,1,True,True,True,False,False,-5.86,Moderately Soluble,High,True,False,-4.91,False,False,True,True,True,High,
CCC1=C2c3ccc(O)cc3SCC2c2ccc(O)cc2CCN1c1cccc(O)c1,7.79,True,C26H25NO3S,431.6,5.88,3,5,63.9,2,31,0.23,126.0,5,3,0.473,False,1,False,True,True,False,False,-6.52,Insoluble,High,True,False,-4.76,False,False,True,True,True,High,
CCC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)C(C)OC1,7.112,True,C22H24O2,320.4,4.76,1,2,29.5,3,24,0.36,97.0,4,2,0.883,True,0,True,True,True,True,False,-5.0,Moderately Soluble,High,True,False,-4.87,True,False,True,False,True,Low,
CC1=C(c2ccc(O)cc2)C(c2ccccc2O)C(=O)c2ccsc21,7.22,True,C21H16O3S,348.4,5.07,2,4,57.5,2,25,0.1,100.1,4,3,0.68,False,1,True,True,True,False,False,-5.57,Moderately Soluble,High,True,False,-4.83,False,False,True,False,True,Low,
CCC12Cc3cc(O)ccc3C1(C)c1ccc(O)cc1CCN2c1cccs1,7.24,True,C24H25NO2S,391.5,5.23,2,4,43.7,2,28,0.33,114.8,5,3,0.628,False,1,True,True,True,False,False,-5.88,Moderately Soluble,High,True,False,-4.97,False,False,True,True,True,High,
